,Datum,RGSCode,RGSName,Geschlecht,Altersgruppe,Berufs4Steller,Berufs4StellerBez,BESTAND,Alter_von,Alter_bis
1155142,2022-06-30,801,Bludenz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1155172,2022-06-30,801,Bludenz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
1155191,2022-06-30,801,Bludenz,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
1155271,2022-06-30,801,Bludenz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1155289,2022-06-30,801,Bludenz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1155307,2022-06-30,801,Bludenz,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1155369,2022-06-30,802,Bregenz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1155393,2022-06-30,802,Bregenz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1155419,2022-06-30,802,Bregenz,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1155468,2022-06-30,802,Bregenz,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1155488,2022-06-30,802,Bregenz,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1155558,2022-06-30,802,Bregenz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1155588,2022-06-30,802,Bregenz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1155650,2022-06-30,802,Bregenz,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1155702,2022-06-30,804,Dornbirn,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1155736,2022-06-30,804,Dornbirn,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1155760,2022-06-30,804,Dornbirn,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1155777,2022-06-30,804,Dornbirn,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1155820,2022-06-30,804,Dornbirn,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1155847,2022-06-30,804,Dornbirn,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1155935,2022-06-30,804,Dornbirn,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1156034,2022-06-30,805,Feldkirch,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1156061,2022-06-30,805,Feldkirch,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),8,20,24
1156086,2022-06-30,805,Feldkirch,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),5,25,29
1156132,2022-06-30,805,Feldkirch,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
1156153,2022-06-30,805,Feldkirch,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1156170,2022-06-30,805,Feldkirch,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
1156213,2022-06-30,805,Feldkirch,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),8,0,19
1156248,2022-06-30,805,Feldkirch,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),8,20,24
1156307,2022-06-30,805,Feldkirch,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),3,35,39
1156331,2022-06-30,805,Feldkirch,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
1156342,2022-06-30,805,Feldkirch,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),2,50,54
1156390,2022-06-30,958,Wien Johnstraße,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1158639,2022-06-30,963,Wien Währinger Gürtel,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1160735,2022-06-30,966,Wien Hietzinger Kai,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1161215,2022-06-30,967,Wien Huttengasse,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1161419,2022-06-30,967,Wien Huttengasse,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
1161558,2022-06-30,967,Wien Huttengasse,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1162051,2022-06-30,968,Wien Schloßhofer Straße,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1162098,2022-06-30,968,Wien Schloßhofer Straße,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),3,40,44
1162293,2022-06-30,968,Wien Schloßhofer Straße,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1163298,2022-06-30,974,Wien Austria Campus,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1163406,2022-06-30,974,Wien Austria Campus,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1163611,2022-06-30,974,Wien Austria Campus,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1164249,2022-06-30,976,Wien Jugendliche I,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),12,0,19
1164338,2022-06-30,976,Wien Jugendliche I,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1164450,2022-06-30,976,Wien Jugendliche I,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),8,0,19
1164585,2022-06-30,976,Wien Jugendliche I,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1164692,2022-06-30,977,Wien Jugendliche II,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),13,0,19
1164794,2022-06-30,977,Wien Jugendliche II,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),4,20,24
1164895,2022-06-30,977,Wien Jugendliche II,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),9,0,19
1165019,2022-06-30,977,Wien Jugendliche II,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1165072,2022-07-31,101,Eisenstadt,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1165154,2022-07-31,101,Eisenstadt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1165173,2022-07-31,101,Eisenstadt,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1165229,2022-07-31,102,Mattersburg,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
1165240,2022-07-31,102,Mattersburg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1165269,2022-07-31,102,Mattersburg,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1165285,2022-07-31,102,Mattersburg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1165424,2022-07-31,103,Neusiedl am See,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1165619,2022-07-31,105,Oberwart,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1165673,2022-07-31,105,Oberwart,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1165810,2022-07-31,106,Stegersbach,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1165881,2022-07-31,106,Stegersbach,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1166090,2022-07-31,203,Klagenfurt,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1166141,2022-07-31,203,Klagenfurt,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1166161,2022-07-31,203,Klagenfurt,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
1166202,2022-07-31,203,Klagenfurt,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),3,40,44
1166269,2022-07-31,203,Klagenfurt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
1166297,2022-07-31,203,Klagenfurt,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1166311,2022-07-31,203,Klagenfurt,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1166328,2022-07-31,203,Klagenfurt,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1166364,2022-07-31,203,Klagenfurt,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1166381,2022-07-31,203,Klagenfurt,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1166390,2022-07-31,203,Klagenfurt,Männer,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1166408,2022-07-31,204,Spittal/Drau,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1166486,2022-07-31,204,Spittal/Drau,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1166576,2022-07-31,205,St. Veit/Glan,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1166669,2022-07-31,206,Villach,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1166751,2022-07-31,206,Villach,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1166907,2022-07-31,206,Villach,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1166983,2022-07-31,207,Völkermarkt,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1167021,2022-07-31,207,Völkermarkt,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1167028,2022-07-31,207,Völkermarkt,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1167031,2022-07-31,207,Völkermarkt,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1167079,2022-07-31,208,Wolfsberg,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1167135,2022-07-31,208,Wolfsberg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1167150,2022-07-31,208,Wolfsberg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1167205,2022-07-31,301,Amstetten,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
1167228,2022-07-31,301,Amstetten,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1167246,2022-07-31,301,Amstetten,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1167265,2022-07-31,301,Amstetten,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1167342,2022-07-31,301,Amstetten,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),7,0,19
1167354,2022-07-31,301,Amstetten,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1167477,2022-07-31,304,Baden neu,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1167499,2022-07-31,304,Baden neu,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
1167519,2022-07-31,304,Baden neu,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1167541,2022-07-31,304,Baden neu,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1167560,2022-07-31,304,Baden neu,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1167651,2022-07-31,304,Baden neu,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1167695,2022-07-31,304,Baden neu,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1167821,2022-07-31,306,Bruck/Leitha,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1167836,2022-07-31,306,Bruck/Leitha,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1167909,2022-07-31,306,Bruck/Leitha,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1167925,2022-07-31,306,Bruck/Leitha,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1167989,2022-07-31,308,Gänserndorf,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
1168018,2022-07-31,308,Gänserndorf,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1168037,2022-07-31,308,Gänserndorf,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1168149,2022-07-31,308,Gänserndorf,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1168278,2022-07-31,311,Gmünd,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1168340,2022-07-31,311,Gmünd,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1168355,2022-07-31,311,Gmünd,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
1168397,2022-07-31,312,Hollabrunn,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1168425,2022-07-31,312,Hollabrunn,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1168436,2022-07-31,312,Hollabrunn,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1168445,2022-07-31,312,Hollabrunn,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1168480,2022-07-31,312,Hollabrunn,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1168515,2022-07-31,312,Hollabrunn,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1168544,2022-07-31,312,Hollabrunn,Männer,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1168554,2022-07-31,313,Horn,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1168560,2022-07-31,313,Horn,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1168590,2022-07-31,313,Horn,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1168622,2022-07-31,314,Korneuburg,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1168643,2022-07-31,314,Korneuburg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1168660,2022-07-31,314,Korneuburg,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1168750,2022-07-31,314,Korneuburg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
1168852,2022-07-31,315,Krems,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1168887,2022-07-31,315,Krems,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1168917,2022-07-31,315,Krems,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1168941,2022-07-31,315,Krems,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1168977,2022-07-31,315,Krems,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1169057,2022-07-31,315,Krems,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1169082,2022-07-31,316,Lilienfeld,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1169089,2022-07-31,316,Lilienfeld,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1169100,2022-07-31,316,Lilienfeld,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1169111,2022-07-31,316,Lilienfeld,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1169125,2022-07-31,316,Lilienfeld,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1169151,2022-07-31,316,Lilienfeld,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1169176,2022-07-31,317,Melk,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1169187,2022-07-31,317,Melk,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1169361,2022-07-31,319,Mistelbach,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1169381,2022-07-31,319,Mistelbach,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1169452,2022-07-31,319,Mistelbach,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1169471,2022-07-31,319,Mistelbach,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1169533,2022-07-31,321,Mödling,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1169572,2022-07-31,321,Mödling,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1169629,2022-07-31,321,Mödling,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1169650,2022-07-31,321,Mödling,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1169671,2022-07-31,321,Mödling,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1169697,2022-07-31,321,Mödling,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
1169730,2022-07-31,321,Mödling,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1169748,2022-07-31,321,Mödling,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1170130,2022-07-31,326,St. Pölten,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),16,0,19
1170160,2022-07-31,326,St. Pölten,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1170185,2022-07-31,326,St. Pölten,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1170245,2022-07-31,326,St. Pölten,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),3,35,39
1170278,2022-07-31,326,St. Pölten,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1170299,2022-07-31,326,St. Pölten,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
1170317,2022-07-31,326,St. Pölten,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),3,50,54
1170331,2022-07-31,326,St. Pölten,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1170365,2022-07-31,326,St. Pölten,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),18,0,19
1170401,2022-07-31,326,St. Pölten,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),6,20,24
1170427,2022-07-31,326,St. Pölten,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1170475,2022-07-31,326,St. Pölten,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1170574,2022-07-31,328,Scheibbs,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1170610,2022-07-31,328,Scheibbs,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1170667,2022-07-31,329,Schwechat,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1170684,2022-07-31,329,Schwechat,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1170728,2022-07-31,329,Schwechat,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1170789,2022-07-31,329,Schwechat,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1170894,2022-07-31,331,Tulln,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
1170917,2022-07-31,331,Tulln,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),4,20,24
1171021,2022-07-31,331,Tulln,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1171041,2022-07-31,331,Tulln,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1171061,2022-07-31,331,Tulln,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1171070,2022-07-31,331,Tulln,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1171136,2022-07-31,332,Waidhofen/Thaya,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1171200,2022-07-31,332,Waidhofen/Thaya,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
1171227,2022-07-31,333,Waidhofen/Ybbs,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1171239,2022-07-31,333,Waidhofen/Ybbs,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1171269,2022-07-31,333,Waidhofen/Ybbs,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1171274,2022-07-31,333,Waidhofen/Ybbs,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1171312,2022-07-31,334,Wr. Neustadt,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1171510,2022-07-31,334,Wr. Neustadt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1171763,2022-07-31,335,Zwettl,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1171794,2022-07-31,401,Braunau,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),13,0,19
1171818,2022-07-31,401,Braunau,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),6,20,24
1171836,2022-07-31,401,Braunau,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),4,25,29
1171856,2022-07-31,401,Braunau,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),6,30,34
1171879,2022-07-31,401,Braunau,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),3,35,39
1171899,2022-07-31,401,Braunau,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),3,40,44
1171916,2022-07-31,401,Braunau,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
1171929,2022-07-31,401,Braunau,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1171960,2022-07-31,401,Braunau,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),18,0,19
1171984,2022-07-31,401,Braunau,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1172006,2022-07-31,401,Braunau,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1172048,2022-07-31,401,Braunau,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1172068,2022-07-31,401,Braunau,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1172102,2022-07-31,402,Eferding,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1172125,2022-07-31,402,Eferding,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
1172142,2022-07-31,402,Eferding,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1172156,2022-07-31,402,Eferding,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1172173,2022-07-31,402,Eferding,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1172221,2022-07-31,403,Freistadt,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1172248,2022-07-31,403,Freistadt,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1172347,2022-07-31,403,Freistadt,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1172467,2022-07-31,404,Gmunden,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1172577,2022-07-31,404,Gmunden,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
1172605,2022-07-31,404,Gmunden,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1172711,2022-07-31,404,Gmunden,Männer,65 Jahre und älter,B9999,unbestimmt (nur Pst),1,65,99
1172724,2022-07-31,406,Grieskirchen,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1172756,2022-07-31,406,Grieskirchen,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1172786,2022-07-31,406,Grieskirchen,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
1172819,2022-07-31,406,Grieskirchen,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1172900,2022-07-31,407,Kirchdorf/Krems,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1173006,2022-07-31,407,Kirchdorf/Krems,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1173112,2022-07-31,409,Linz neu,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),37,0,19
1173157,2022-07-31,409,Linz neu,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),19,20,24
1173204,2022-07-31,409,Linz neu,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
1173251,2022-07-31,409,Linz neu,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),7,30,34
1173302,2022-07-31,409,Linz neu,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1173343,2022-07-31,409,Linz neu,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1173457,2022-07-31,409,Linz neu,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),31,0,19
1173512,2022-07-31,409,Linz neu,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),19,20,24
1173574,2022-07-31,409,Linz neu,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1173630,2022-07-31,409,Linz neu,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
1173675,2022-07-31,409,Linz neu,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),4,35,39
1173709,2022-07-31,409,Linz neu,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1173744,2022-07-31,409,Linz neu,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1173841,2022-07-31,411,Perg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1173956,2022-07-31,411,Perg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1174049,2022-07-31,412,Ried im Innkreis,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),16,0,19
1174066,2022-07-31,412,Ried im Innkreis,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1174082,2022-07-31,412,Ried im Innkreis,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
1174100,2022-07-31,412,Ried im Innkreis,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
